id,component_id,supplier_id,created_at,deactivated_at
cc93edea-9d12-5231-8ace-e32fc2bbc6d8,1bb72cac-3e59-5b03-8774-dd715e02fc15,8c8c96c9-b8bb-54cb-9fb5-715696dd2e04,2024-01-01 08:00:00+00,
2fa28501-6a54-528c-aa51-90aaaa7dd2a0,e266b9f0-23ce-558d-86cf-9ef8c727ec18,c39c295c-2b54-5dbe-82b6-1c25f9066335,2024-01-01 08:00:00+00,
4f29fc55-558b-5970-9fb8-bc7a74d37b5c,71879ef5-8631-535d-a175-bb6ca5abcdc4,bb1defc6-b5ce-577f-ae63-a6d24be3b99b,2024-01-01 08:00:00+00,
cee1c719-7adc-5ae9-9f14-79bd42c754e3,205f7a79-6970-54d0-a38e-41b0d2927446,33e78370-cb34-59a8-874d-c0c6ff85b9cd,2024-01-01 08:00:00+00,
98b225d4-db6c-5371-b913-0f15b89d41ad,d5cabd73-c897-51f6-9e57-93912f484fe5,6a1fe929-f00a-547c-9770-94a9632b8bc9,2024-01-01 08:00:00+00,
26c26b08-dbf3-5651-9e10-ff340aa7ad37,62a97495-2ab4-5d0a-b9bc-df9ed3f5c198,15a4b7b5-0940-5f38-887a-51e62e07c4cf,2024-01-01 08:00:00+00,
09c85d86-cd95-5765-b573-7a14cb181ff1,a6fd2009-7ae5-5f1e-980e-8c9175e21824,59e4266d-4682-548a-b748-1d3247342d25,2024-01-01 08:00:00+00,
1d4ec491-5947-5ad5-838c-5a98e6a156e5,8e085beb-7ba6-50e0-abfd-d62fd0afb65c,aa586904-270f-59e0-8e5d-14ffb23e4d05,2024-01-01 08:00:00+00,
da11bcd6-82e4-5dd2-b08f-3e1c3e4642de,0104bb40-7715-53a4-89a3-711a86fe87fb,eccccf96-c29c-5cff-95cb-d626caad08da,2024-01-01 08:00:00+00,
f9c3f5f3-bdfe-5f2d-af4f-bbeb49abfca6,74672ce3-2f6e-5056-9a4d-d0acbbfffacf,d428cad3-d43b-5887-bf6b-a0444660a7ad,2024-01-01 08:00:00+00,
8267e3e7-9ee6-574c-b4c5-8d09f1490ee1,0ac7891d-e335-5c7c-a295-2c6e4e54c893,baaafc6f-6ead-5469-aeec-9c4aaaebba9a,2024-01-01 08:00:00+00,
d6d9d979-e186-5ce8-b3b6-1bf1a8dabb35,befa9fba-7ef5-5c6b-8ed1-163ab280effc,20fe9e04-354a-5e01-b734-d5eaf6270a6a,2024-01-01 08:00:00+00,
2e33bded-6854-562b-b737-22c048ea0220,5fed8986-de3f-5347-a5a5-e41e00268f57,3ebd62e2-76cf-5b92-897d-0e12a8f0c31f,2024-01-01 08:00:00+00,
2b3d1806-0f41-536c-933e-3ced7b3aa9e9,af1af9c3-6c7b-5006-a6e0-cdea255fca8a,2257f8ad-fbc7-5817-a3e1-423c40a380c9,2024-01-01 08:00:00+00,
48cbc716-648d-55b8-95ed-b09f76d46eae,aa37dfe4-3d18-555b-88cf-5a50e40063ab,357edde5-3d22-57ff-b7af-1a22cb0c4eca,2024-01-01 08:00:00+00,
c4ce7ad8-1487-5154-8b39-2ff07c35d7cc,fb588566-032c-50ea-a933-9cd4c25d9df3,813b20bb-1a28-5712-a6ca-2dd696ac3b1b,2024-01-01 08:00:00+00,
5639e80e-14fe-5f9d-99ef-f6c7162457f1,5f095d6c-a31b-5187-b9b0-32b55d5bce61,a2f0f4e1-8bba-52e0-8fdb-68633c5d291f,2024-01-01 08:00:00+00,
235dd667-5a47-5cbf-83c5-364da000a9b0,e3811ee2-91c4-5b89-bb73-5250cf9788fc,ac37d2a9-6d9b-5a3d-be6d-ff0b7a0d0381,2024-01-01 08:00:00+00,
bd945879-e7c7-5eaf-83d1-47c04ba30e23,d40550dd-8a8e-5e72-b4eb-2e1d71d459cd,52570e8c-913c-5aa0-9955-1a8c0f2cfd9b,2024-01-01 08:00:00+00,
6f758f8a-324e-56c9-8eb1-96b9466313fa,f830d5b2-728c-5ef9-b63d-e38cff106062,3787edc5-94f3-5f59-88f6-deef6f68bbfe,2024-01-01 08:00:00+00,
bca800b1-aba5-5c1d-826e-1c1dcd6a46b7,e5ee948c-e25a-578a-95aa-d6fc848367ab,8f607c81-52f8-52d3-802b-5fba45ba5b9a,2024-01-01 08:00:00+00,
530e4536-632f-50b8-92b1-012a3441f85c,617bd3cc-93b6-5919-8040-04b5c5560327,48e2fe7c-35ad-5935-824d-697bfa8226f3,2024-01-01 08:00:00+00,
fef3bc8b-f47f-59e6-b1ce-42c0cd9c393b,115df8ff-4eb5-5fe1-9301-d9435b852b31,ae368c7a-6856-5ec7-80eb-e5b641a630c1,2024-01-01 08:00:00+00,
c10d08af-b985-567c-a9a4-e939d0ae4111,d099f7a9-1e8a-505a-82c4-8f1998794ed6,d021a25d-3e28-536b-8bed-255d2da1ac94,2024-01-01 08:00:00+00,
31b9e71c-a479-511a-834e-99ff8c041da0,e68c2eb7-7929-504f-9636-59efc467029b,ed4a2d56-5d9d-521b-9fc1-b6c46f626c2f,2024-01-01 08:00:00+00,
f8650a2a-f54f-51d7-bda0-8eb5e042933e,0329040d-c8fe-5e91-80ba-bc65d962a92b,ed95e8f1-9b8b-5b94-af4b-0b4df4240618,2024-01-01 08:00:00+00,
2dce69c4-ac0a-591b-b916-c7249ceb3d25,564dbcf7-e165-5089-943c-14cbeab56d5b,90e0b7bf-1e6d-5fb6-9696-802591159047,2024-01-01 08:00:00+00,
026ff4c8-f55a-51ec-8f1f-8f178788c8ba,c82589fe-fdb6-5b99-860e-ce02ae34381b,4b1f44e3-168a-5eb0-92d8-885e68759071,2024-01-01 08:00:00+00,
355d757e-8126-5095-a7c5-6992e07491ca,efe798ea-8552-54d1-af9c-a95cb2b3e84d,feeb172c-57c6-5067-97db-54ddf632027a,2024-01-01 08:00:00+00,
bbfd3637-f432-5090-9fbd-67315c75c82a,63bd50fa-b031-5365-9b4d-0878842648be,4626a89f-df15-511c-937f-eacf35c46556,2024-01-01 08:00:00+00,
dd23fa8c-c1b9-5784-928b-07a68c551da1,feaba667-6d9b-5103-8ec4-3760319fedee,52c611d7-2e74-5cec-8a71-9d3d6516b488,2024-01-01 08:00:00+00,
4140fe5a-4c25-532c-84dc-41c8aa0df358,e621d4c5-f37d-5ae0-a714-1a61398e7656,56c7e29d-78d0-5c95-b7bf-0d07b6b8e3e1,2024-01-01 08:00:00+00,
70df4f32-0c81-5349-9478-53547edfffaa,e1b30cb7-c95b-5165-9aa6-adca1a050dd9,5d4a3a95-d0bd-56b0-8cc0-b4db8804b7b0,2024-01-01 08:00:00+00,
13131692-4eed-5427-9f66-79e6029fa72c,3873eb24-fa5d-531e-9473-b03edb24c332,80991029-79ee-5168-a75e-27489e0d6fbc,2024-01-01 08:00:00+00,
2d420a36-4267-521d-b175-ec6fa0a5beef,a5f88a68-407a-5dd5-b8ea-22e4d1469f64,eee4f3d5-a93a-5cf2-85cd-907416aee337,2024-01-01 08:00:00+00,
89972668-1eee-560b-abee-84115c718dda,116d4349-9c29-5037-b6f1-3dafcac28633,696fe914-0890-5b2b-b310-9964de714d66,2024-01-01 08:00:00+00,
2e84aa7a-4651-53c9-85a1-b86e3406e1cb,f5bc6c6a-0189-5a27-a3c7-4b94e86c9a2f,ea344b5b-a6fa-5c52-a82d-6aca1e325dfd,2024-01-01 08:00:00+00,
008be924-1677-514e-8adc-a0e4c05cbc1d,a5a15d7d-2820-549a-86bc-db91d7a76034,58bd5d2f-4d18-5dee-8c8c-f3277b2410e5,2024-01-01 08:00:00+00,
a9a144b8-559f-5100-a707-c677266d1139,15029b9e-d65d-5020-9790-b5f76761d628,ab829965-8be0-51cb-a502-19769b82c932,2024-01-01 08:00:00+00,
dd4c9687-d232-5622-9154-71f56853d712,dff25eb2-398f-5035-8c7e-7ba593b1480b,08f2e161-61ac-51f1-a5c5-7c99935f0add,2024-01-01 08:00:00+00,
ae8b3031-ffd6-5e36-ac27-7ca0d75afa8a,24eaa710-1c52-579a-9eba-6a391fcdb8bb,25327de4-f1d4-566a-8b09-1062237b0ba4,2024-01-01 08:00:00+00,
27eaf4d8-fd1e-59ac-9978-920655bbfd1d,1726fb7f-9d7f-5c06-b5f4-86e221baa69f,11dc3173-294a-5b69-b7a7-76008da0f426,2024-01-01 08:00:00+00,
8f08342a-975b-588f-b5a2-c56a45beced3,6af039cb-0934-5b6e-a87e-23989f36b946,9981b718-1ab2-586a-ac86-82ab2f6f445c,2024-01-01 08:00:00+00,
e9d069b7-522c-5a39-ade2-f916f2b21867,cdb81b40-f9e0-5b53-8bbe-e3a5ca2df64b,45601469-c8aa-5b17-9930-0019b4de5006,2024-01-01 08:00:00+00,
e1b97baf-9e7c-5693-80ab-0fb647e3265b,c00641a5-883f-5243-9632-ae787f8a572b,145680b0-7169-50c0-870e-bd204709d72d,2024-01-01 08:00:00+00,
b928674a-1902-5a22-8fc5-3320a130e56d,bf3fe198-a103-5392-9bf0-0f9cfe224cee,18fb6637-a4aa-5a5d-af32-5a090ec7bc57,2024-01-01 08:00:00+00,
27a9e09b-77ad-5219-96a1-175aa30b2026,89ca4f23-cac6-5f46-94b2-87ea1258ff55,d1b43fac-eaef-500f-9e1a-bab1a723371b,2024-01-01 08:00:00+00,
58ad6f31-3429-50e8-aa79-3110313c6324,da750caa-3cb3-5c7a-9d81-d21dd5432183,5b77a11a-9e33-5b8a-be32-f8dc577d34d8,2024-01-01 08:00:00+00,
c8ad1a28-9f4e-5473-9448-f0be410e0c25,a38ba2d8-5c31-5918-bd0a-74f48052fbd3,c7824afc-aed7-53ca-8db0-39281e01b3db,2024-01-01 08:00:00+00,
4bdeb40a-fbeb-5886-9269-e55c5116d7df,7d788d1a-539e-5ab3-8e52-c1cb2005e92a,c0b8f28d-3c38-533f-ba9e-d3233e9f4079,2024-01-01 08:00:00+00,
3f1c951c-c76f-5afb-b93c-f80842b84b34,856e0565-ad19-559b-9dde-7ea818a353d5,3ced5417-d4ec-5e5a-aae7-78408a170f64,2024-01-01 08:00:00+00,
285bacf2-1789-510d-8cb7-273cd14e5886,44922936-9f41-592b-a33d-7ecf7ff76434,6e6d34a7-ede6-5da7-b108-7c7dd95b347f,2024-01-01 08:00:00+00,
39320318-6cbd-5cd4-9cf8-e762ee1bc808,a2d90474-9d37-5ce8-b888-c66aea0c3ce5,fdc145e7-c1fe-50cf-9d9e-96c421d12d4e,2024-01-01 08:00:00+00,
0ca18768-1ab1-592c-8813-b6cd403828f0,029699d7-fe03-5c49-a681-a6abe32bc0a8,4dd71cfe-e7f1-5d6b-89da-00ee1eafcc53,2024-01-01 08:00:00+00,
40cf24f8-f86c-521b-9604-1d4687577b5a,ecb483f2-6519-5e6b-be8a-4d02683a104d,8d8f807f-443e-59e5-a85c-e2c16318958f,2024-01-01 08:00:00+00,
5c02b112-a09e-5ba7-8083-db799356ada5,918436e1-aa15-5de7-827c-f5899bb83a53,394506cb-d774-52a1-ad50-8d4ec1e5d3f3,2024-01-01 08:00:00+00,
a8647d7f-fd03-5a47-bf21-b701cb68c6c8,a08d1b9d-f95e-598c-be33-707cec615dcb,c4db1de4-f99b-5cf0-b411-e71a203839d6,2024-01-01 08:00:00+00,
372e1af5-1bda-596e-90d3-254172480059,e1859246-963a-5596-8726-f7aa3b0fe0e0,bdb3c990-0383-54a3-a9a5-bc60918ba238,2024-01-01 08:00:00+00,
129615f8-63c5-5d2f-8423-84dd6869d6d4,6a8e665c-9aec-5a7b-a43c-394afed702de,3bcd5dcf-bef0-504e-a22e-25a869e3f677,2024-01-01 08:00:00+00,
ed826082-1c37-5775-ad92-9ea502a15faa,3941273e-aead-56c8-8006-aaf4e7be447f,f72e3d63-ad83-5106-80df-9733bd74d56a,2024-01-01 08:00:00+00,
316f563c-4179-5ddd-94dd-e447193cbcad,d0c6af2e-49ac-5d70-9b0c-1578973e25e8,36cc8092-b396-58e8-a4a5-e901e8a0a13e,2024-01-01 08:00:00+00,
942a6d26-feaf-57df-b9af-783394ce07b0,0e3aaf41-a24e-5ab1-87d2-68b831f88511,2489f4f7-f609-50f2-9ae5-6cefcc88b709,2024-01-01 08:00:00+00,
77f57161-637c-5bdc-bbdc-35969d33e7c5,6343e24e-eb00-5d01-b6ed-4f7f76f1b7af,458873c0-f449-5c78-ae8f-647e25719880,2024-01-01 08:00:00+00,
d5705a4b-413e-57b6-86f6-e2cfe34cfe68,bdc4e81c-0286-5dd0-800b-f866839513c6,c760279f-3fcb-5f9a-b7d4-53f3e2201e05,2024-01-01 08:00:00+00,
fec0abd8-d2e1-539f-961d-3bae4d1a70ad,a1ee1bb2-c40f-5032-a72d-96b07cd62c7b,c4fc919d-01cf-5225-a94d-f68558aa1866,2024-01-01 08:00:00+00,
934b0ac6-298c-5501-aed4-717c71d6da11,6717dc64-7cbf-5832-ac4b-cf667dccd229,52570e8c-913c-5aa0-9955-1a8c0f2cfd9b,2024-01-01 08:00:00+00,
8ad74917-8351-5319-9182-4d4c839cdc7b,a0aafe58-b984-50ab-a840-19ce41ade9cd,bc5b82c4-bcbb-515e-bad5-88e21f43508a,2024-01-01 08:00:00+00,
d5c8b91f-e529-522e-8da9-8376f5c36a00,d05263f7-dba2-5116-8591-d0f121eeb19f,1e0a6bd0-2093-5f2f-907d-db5c83ce8b26,2024-01-01 08:00:00+00,
db3e288b-aff2-54d5-bc7f-f7e3c07a36bf,e25de527-5bf8-5fbc-8c96-658251547e8c,d48fc4d1-ee5a-5d55-92e3-efa651af5e0b,2024-01-01 08:00:00+00,
07314b85-6d41-551b-a58f-111786f24d8a,e2793d46-2bac-5ba9-876c-0a740c0820e8,33e78370-cb34-59a8-874d-c0c6ff85b9cd,2024-01-01 08:00:00+00,
454add93-cb67-59f0-9eb9-41f8d782bad9,6ce6ae5c-142b-59bb-a1df-8da786377917,960f8f6e-5384-5c35-bfda-77ba61e7822e,2024-01-01 08:00:00+00,
fbb0d122-10aa-52d6-bfbd-0be3d26c1bd5,412dae27-c487-554d-b79a-3b23d5654f9e,898c490c-7456-59bd-a31d-c943b5097c2a,2024-01-01 08:00:00+00,
84030ab1-6533-5206-a51c-33c4f70ef4b7,7ad89afb-083d-5c54-85d4-a59918f92ce9,48e2fe7c-35ad-5935-824d-697bfa8226f3,2024-01-01 08:00:00+00,
