id,product_id,factory_id,is_primary,capacity_units_per_day,qualified_at,created_at,deactivated_at
4686f9c0-f749-588c-a9dc-0eb1e892b563,c0f44500-e1d1-59e0-b53b-e0e98b24a7cf,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,81,2022-06-07 08:00:00+00,2024-01-01 08:00:00+00,
f3550b04-f319-5a89-99f5-f5af2cec4553,dfaf50bf-7ed8-5e30-b115-e55c44d8e0c1,05f60979-948c-56c4-8971-f733be532412,true,165,2022-03-09 08:00:00+00,2024-01-01 08:00:00+00,
8c07fd4b-bb22-597d-89b5-b601ea092add,dfaf50bf-7ed8-5e30-b115-e55c44d8e0c1,c981f5ef-8774-5129-b83a-c9448b008bfa,false,225,2022-08-03 08:00:00+00,2024-01-01 08:00:00+00,
6e22b936-d4d4-5c30-8d56-cba29e7e5c50,5abd18e8-de32-5af1-b593-d3190e9164a5,05f60979-948c-56c4-8971-f733be532412,true,213,2023-01-07 08:00:00+00,2024-01-01 08:00:00+00,
c5f1a75c-e496-58ff-a172-7650e6358fc8,5abd18e8-de32-5af1-b593-d3190e9164a5,3bd995d9-5386-5200-b14c-337fc57a8bb6,false,54,2022-02-22 08:00:00+00,2024-01-01 08:00:00+00,
127eb6f0-00e6-5a89-bd3d-380ce1629cee,98f9ed1d-3d10-5a68-a387-66981e9dde59,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,223,2022-09-04 08:00:00+00,2024-01-01 08:00:00+00,
7ab0bf81-6004-5eed-bd04-76518fe55a3f,98f9ed1d-3d10-5a68-a387-66981e9dde59,c981f5ef-8774-5129-b83a-c9448b008bfa,false,109,2022-03-21 08:00:00+00,2024-01-01 08:00:00+00,
bca17e3b-6d53-5614-af77-91025322165f,b8b98483-157a-5ddb-81bf-f65f95613caa,8f2d7823-5353-55b7-99c5-837cbc771d58,true,139,2022-09-20 08:00:00+00,2024-01-01 08:00:00+00,
4ba55910-61bf-54d1-ae31-bb544061c8c5,b8b98483-157a-5ddb-81bf-f65f95613caa,3bd995d9-5386-5200-b14c-337fc57a8bb6,false,290,2022-08-02 08:00:00+00,2024-01-01 08:00:00+00,
fb90594c-a528-5766-a101-1974035fb9d5,ebdcc5e9-63c3-5a52-9521-f031c6154feb,8f2d7823-5353-55b7-99c5-837cbc771d58,true,125,2022-03-21 08:00:00+00,2024-01-01 08:00:00+00,
28cccb49-2f62-5ed9-9dff-9a487ca07ce8,6e22d3ea-9fc0-56fa-a367-352e633df40c,05f60979-948c-56c4-8971-f733be532412,true,272,2022-06-18 08:00:00+00,2024-01-01 08:00:00+00,
622d481c-3e5b-5690-b0ea-276f4af10af7,0f7722fa-332a-5a19-922d-1d9cab8dda65,05f60979-948c-56c4-8971-f733be532412,true,177,2023-09-04 08:00:00+00,2024-01-01 08:00:00+00,
4ba66404-b02c-5126-a95b-e6bc07e2d235,e3a10959-a74e-5cdd-bd80-3c24836fb062,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,93,2022-09-02 08:00:00+00,2024-01-01 08:00:00+00,
2ca9b42f-67d6-531c-9a21-b98d37dba944,e3a10959-a74e-5cdd-bd80-3c24836fb062,8f2d7823-5353-55b7-99c5-837cbc771d58,false,294,2023-08-06 08:00:00+00,2024-01-01 08:00:00+00,
cea4ab7a-a48f-5192-9cc0-0655bebdf10d,6852d7e8-9827-5aa7-a439-140e7dac645a,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,112,2023-04-30 08:00:00+00,2024-01-01 08:00:00+00,
a23ae1b6-c7e8-51f0-b334-2e29a980ca58,6852d7e8-9827-5aa7-a439-140e7dac645a,05f60979-948c-56c4-8971-f733be532412,false,93,2023-09-02 08:00:00+00,2024-01-01 08:00:00+00,
c30af031-bb98-559b-b726-b33ce5000b16,5b72fcba-23c2-5ea7-9dc2-b32eca367733,8f2d7823-5353-55b7-99c5-837cbc771d58,true,233,2023-11-03 08:00:00+00,2024-01-01 08:00:00+00,
8e424ba1-f034-5e78-9b3d-2b9c8db47247,c914dcac-18fe-5928-87c0-80e93bb776c2,c981f5ef-8774-5129-b83a-c9448b008bfa,true,281,2022-11-05 08:00:00+00,2024-01-01 08:00:00+00,
3058691e-b4d3-540b-9366-88aea041de31,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,05f60979-948c-56c4-8971-f733be532412,true,220,2022-08-02 08:00:00+00,2024-01-01 08:00:00+00,
3294dbac-4554-5951-aafc-9e624e693255,d6481438-ce10-5e85-8b0a-fbc48dcd19e7,c981f5ef-8774-5129-b83a-c9448b008bfa,false,293,2023-07-29 08:00:00+00,2024-01-01 08:00:00+00,
f34c9b99-6b93-5460-9346-5ab2f919555e,015ee94d-a0dc-5a3a-96b4-4318093cd0c8,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,212,2022-07-17 08:00:00+00,2024-01-01 08:00:00+00,
ddb1b856-88e7-5fa7-8206-45b289075770,a4acb526-e0ea-590e-9293-ff9e90059c15,c981f5ef-8774-5129-b83a-c9448b008bfa,true,273,2023-04-17 08:00:00+00,2024-01-01 08:00:00+00,
80460856-1e71-54fa-83ea-d39b0b0d3818,3ba63656-6a91-5254-8fd9-1b6d20dced02,c981f5ef-8774-5129-b83a-c9448b008bfa,true,146,2022-11-07 08:00:00+00,2024-01-01 08:00:00+00,
5580bb5c-fa61-51a8-8862-b2ed62f31f5c,3f7c929e-b070-5624-afcb-413255a3e8b7,05f60979-948c-56c4-8971-f733be532412,true,116,2023-08-06 08:00:00+00,2024-01-01 08:00:00+00,
c4180963-47ba-5ab7-a411-7d0bfc09a41d,3f7c929e-b070-5624-afcb-413255a3e8b7,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,124,2023-09-04 08:00:00+00,2024-01-01 08:00:00+00,
caea40b6-ea92-58ba-a1fc-5cc02a0fd541,fc7fc417-cce4-5f70-a6f1-8ce7a0edf5e9,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,137,2022-04-05 08:00:00+00,2024-01-01 08:00:00+00,
ec45338e-3388-5152-a5bf-4909135c909d,87bd34d0-75d8-568d-abd0-77f535fdb719,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,196,2022-11-21 08:00:00+00,2024-01-01 08:00:00+00,
56d64fcb-5713-56ba-8a9e-1d0a86450fec,12d2e257-18af-5ea5-9b8e-109e869b4b9e,c981f5ef-8774-5129-b83a-c9448b008bfa,true,294,2022-11-08 08:00:00+00,2024-01-01 08:00:00+00,
b7622bed-b127-5297-a578-600981eb6c4c,7139ebf2-1aff-593d-9366-22949a04fd61,c981f5ef-8774-5129-b83a-c9448b008bfa,true,65,2022-04-07 08:00:00+00,2024-01-01 08:00:00+00,
4040b6f6-05a2-5bb6-823d-1ea44f63cd6b,48b59f70-e096-547d-97be-0afd9e0ef1f4,8f2d7823-5353-55b7-99c5-837cbc771d58,true,300,2022-09-25 08:00:00+00,2024-01-01 08:00:00+00,
c878f684-d75a-5854-ae7f-f4bc0384a0e7,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,c981f5ef-8774-5129-b83a-c9448b008bfa,true,183,2022-03-26 08:00:00+00,2024-01-01 08:00:00+00,
9a0f2248-eacb-5f1e-bcbc-d74361d12f04,c7c80e8e-2456-5c4b-97cb-5d6b8aea9e11,05f60979-948c-56c4-8971-f733be532412,false,201,2023-04-19 08:00:00+00,2024-01-01 08:00:00+00,
2e6fc5d4-ab0d-55f7-ac96-506271096149,8243c793-3801-5a72-86e5-9ab29d8d498d,8f2d7823-5353-55b7-99c5-837cbc771d58,true,52,2022-05-30 08:00:00+00,2024-01-01 08:00:00+00,
9a41de90-b090-542e-8070-e1385ac291bd,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,c981f5ef-8774-5129-b83a-c9448b008bfa,true,258,2023-02-02 08:00:00+00,2024-01-01 08:00:00+00,
97b1d5f8-672b-5cea-b8d4-a707f6dfc7ed,5e2cc5fc-7d5b-5bba-ad99-4412ab325860,05f60979-948c-56c4-8971-f733be532412,false,264,2023-04-22 08:00:00+00,2024-01-01 08:00:00+00,
0abefcd6-4f4f-54e5-bd42-bd31dd79d740,ce143825-d54b-50ec-92fe-c61fdb5ae610,8f2d7823-5353-55b7-99c5-837cbc771d58,true,203,2023-02-15 08:00:00+00,2024-01-01 08:00:00+00,
74148b3e-13cc-5d4b-a8b6-b44d15715e2d,ce143825-d54b-50ec-92fe-c61fdb5ae610,05f60979-948c-56c4-8971-f733be532412,false,87,2023-10-28 08:00:00+00,2024-01-01 08:00:00+00,
b1163967-7d1b-50d4-9b71-628ea20a4d9a,22326882-02d4-5cec-806a-1e1016a55411,c981f5ef-8774-5129-b83a-c9448b008bfa,true,120,2022-04-24 08:00:00+00,2024-01-01 08:00:00+00,
360b4b78-371d-552c-b35d-4a35da2937a6,22326882-02d4-5cec-806a-1e1016a55411,3bd995d9-5386-5200-b14c-337fc57a8bb6,false,172,2022-02-24 08:00:00+00,2024-01-01 08:00:00+00,
dfb7c60e-2fb7-565e-a944-886a04c375f1,5f832cdc-1407-55fc-8fd5-76ca28247722,8f2d7823-5353-55b7-99c5-837cbc771d58,true,124,2022-11-12 08:00:00+00,2024-01-01 08:00:00+00,
b4865fe5-3d2f-5bde-920a-2f942dc8689d,f3d43083-cf37-52fb-bc02-bff47203b7c9,c981f5ef-8774-5129-b83a-c9448b008bfa,true,89,2023-05-01 08:00:00+00,2024-01-01 08:00:00+00,
6c82845d-d32f-55b0-bb23-9060ffb5fc34,d02cf696-fbfe-56b7-8ff3-89608483ee25,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,286,2023-06-02 08:00:00+00,2024-01-01 08:00:00+00,
20ea155e-95ef-5d31-a18c-83583ec9486b,8191a9f6-2263-53f2-a6a6-4c31e81e996e,8f2d7823-5353-55b7-99c5-837cbc771d58,true,258,2023-06-22 08:00:00+00,2024-01-01 08:00:00+00,
80cd50a9-3318-569b-8792-4e4dd05be1cf,8191a9f6-2263-53f2-a6a6-4c31e81e996e,c981f5ef-8774-5129-b83a-c9448b008bfa,false,55,2022-05-20 08:00:00+00,2024-01-01 08:00:00+00,
000fb0fe-b37f-5a1d-8572-cb43b82514a6,9b88c78b-34e7-51c0-8f51-940e61379648,c981f5ef-8774-5129-b83a-c9448b008bfa,true,223,2022-08-05 08:00:00+00,2024-01-01 08:00:00+00,
dcd66cc7-4b97-5d80-922d-5b24d61f5783,9b88c78b-34e7-51c0-8f51-940e61379648,8f2d7823-5353-55b7-99c5-837cbc771d58,false,139,2022-10-28 08:00:00+00,2024-01-01 08:00:00+00,
f3e2d1be-ae5f-5181-9f8b-f7fec52c75fe,d6e9c7be-33cb-5851-ab77-08e587828108,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,122,2023-05-17 08:00:00+00,2024-01-01 08:00:00+00,
6c7804d2-0af8-5a47-aa24-4b24a0951e55,d6e9c7be-33cb-5851-ab77-08e587828108,c981f5ef-8774-5129-b83a-c9448b008bfa,false,229,2022-05-20 08:00:00+00,2024-01-01 08:00:00+00,
90998e4f-4ada-558e-a3fc-a3cc3e9ccdaf,f3c9e6db-5001-5325-b688-27d1d3fc04c1,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,132,2022-04-17 08:00:00+00,2024-01-01 08:00:00+00,
0d0ea355-cf62-5185-90eb-94d1bf08fc5f,f3c9e6db-5001-5325-b688-27d1d3fc04c1,05f60979-948c-56c4-8971-f733be532412,false,271,2023-10-08 08:00:00+00,2024-01-01 08:00:00+00,
20c1c5bf-d531-52a5-8bfa-ed80782e0a73,63b368d3-a702-5229-a0eb-00c0e02acf2c,8f2d7823-5353-55b7-99c5-837cbc771d58,true,197,2023-07-15 08:00:00+00,2024-01-01 08:00:00+00,
d8994239-117d-5c9c-a64c-1a6b8728032e,63b368d3-a702-5229-a0eb-00c0e02acf2c,05f60979-948c-56c4-8971-f733be532412,false,163,2022-07-26 08:00:00+00,2024-01-01 08:00:00+00,
d29d7062-6472-5de0-98a0-8424dbb3cdd3,a32a21a2-1fde-52e6-a745-494a810ef82b,05f60979-948c-56c4-8971-f733be532412,true,105,2023-05-16 08:00:00+00,2024-01-01 08:00:00+00,
284c6dc2-5fa1-5ba4-a670-6414fa3e74fa,a32a21a2-1fde-52e6-a745-494a810ef82b,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,238,2022-02-04 08:00:00+00,2024-01-01 08:00:00+00,
f86ba7d0-4bf7-5d7f-b40d-acb1d5f12428,637d71e2-55cf-575a-87f5-1bcee0d0072a,c981f5ef-8774-5129-b83a-c9448b008bfa,true,235,2022-04-22 08:00:00+00,2024-01-01 08:00:00+00,
786cd016-2f5e-56cc-b225-ca9f706ab768,43239255-9abf-522a-a0ca-d242c13539cf,05f60979-948c-56c4-8971-f733be532412,true,146,2022-09-21 08:00:00+00,2024-01-01 08:00:00+00,
02c808ff-76d2-5736-b935-e5a26ccfc6b7,6a379419-7f07-55f2-a7a1-c92bb24d1f27,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,74,2022-12-03 08:00:00+00,2024-01-01 08:00:00+00,
8276a9d9-4b36-594f-9d6f-31420a501b3c,dbfbb0d5-1eb8-59dd-bad5-834d7a45a348,05f60979-948c-56c4-8971-f733be532412,true,80,2022-06-23 08:00:00+00,2024-01-01 08:00:00+00,
29eac2f0-40d6-5067-af94-cb8c2db45d56,dbfbb0d5-1eb8-59dd-bad5-834d7a45a348,3bd995d9-5386-5200-b14c-337fc57a8bb6,false,216,2022-12-21 08:00:00+00,2024-01-01 08:00:00+00,
2c4b42a9-126c-5c29-8ac1-1b4bd947b134,76ce6f91-8d47-5bfd-a8a9-b086d8728beb,05f60979-948c-56c4-8971-f733be532412,true,112,2023-10-29 08:00:00+00,2024-01-01 08:00:00+00,
cc083217-7340-566f-bc3d-ffec42b45a80,76ce6f91-8d47-5bfd-a8a9-b086d8728beb,8f2d7823-5353-55b7-99c5-837cbc771d58,false,80,2023-03-31 08:00:00+00,2024-01-01 08:00:00+00,
79e64102-0138-568d-9647-7b4ff1863295,4ccb08b0-f9e0-5e25-89e3-bea409b0d0cb,8f2d7823-5353-55b7-99c5-837cbc771d58,true,226,2022-04-01 08:00:00+00,2024-01-01 08:00:00+00,
1ae5abcd-2507-5a37-bce6-1a717f562396,4ccb08b0-f9e0-5e25-89e3-bea409b0d0cb,c981f5ef-8774-5129-b83a-c9448b008bfa,false,294,2023-06-09 08:00:00+00,2024-01-01 08:00:00+00,
f7a31999-f023-542e-8489-abd1e0ae5e3d,7698a25a-a051-53c9-ae74-597da202ffca,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,271,2022-02-05 08:00:00+00,2024-01-01 08:00:00+00,
e48f7b5a-6fe8-5bb8-9188-7d110ce46459,7698a25a-a051-53c9-ae74-597da202ffca,8f2d7823-5353-55b7-99c5-837cbc771d58,false,147,2023-02-24 08:00:00+00,2024-01-01 08:00:00+00,
03b576d6-56fe-5cc9-aa11-0d100754dec2,721d117c-620d-5f92-b800-3e89864cc8d3,c981f5ef-8774-5129-b83a-c9448b008bfa,true,80,2023-08-05 08:00:00+00,2024-01-01 08:00:00+00,
3a74f6cd-95d1-5e30-b2d1-f12d405b400a,721d117c-620d-5f92-b800-3e89864cc8d3,3bd995d9-5386-5200-b14c-337fc57a8bb6,false,71,2023-07-31 08:00:00+00,2024-01-01 08:00:00+00,
b9542117-ec81-5fd3-a6a8-83bb177b3746,571424b7-2fc1-5ceb-8982-7426cc703fff,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,55,2022-04-11 08:00:00+00,2024-01-01 08:00:00+00,
2dc1c3cd-10f2-5c56-b88a-090275f445fd,571424b7-2fc1-5ceb-8982-7426cc703fff,05f60979-948c-56c4-8971-f733be532412,false,196,2022-04-25 08:00:00+00,2024-01-01 08:00:00+00,
b48fbbb6-2c34-53e1-88e1-e535cc094c37,9096801a-a6fd-5ca3-a667-34759b5adb9e,c981f5ef-8774-5129-b83a-c9448b008bfa,true,253,2022-04-04 08:00:00+00,2024-01-01 08:00:00+00,
bacb1cb5-ab95-5fb8-a5e5-82f51337f8d4,9096801a-a6fd-5ca3-a667-34759b5adb9e,3bd995d9-5386-5200-b14c-337fc57a8bb6,false,96,2022-11-04 08:00:00+00,2024-01-01 08:00:00+00,
93cb4096-e6cc-5f96-aa65-1b1c2446603e,1b8e1d0e-392d-5e23-854a-832f0d6ac35d,8f2d7823-5353-55b7-99c5-837cbc771d58,true,196,2023-07-27 08:00:00+00,2024-01-01 08:00:00+00,
72e0b178-7d11-55b6-aa88-cb3f0f8eb79c,1b8e1d0e-392d-5e23-854a-832f0d6ac35d,c981f5ef-8774-5129-b83a-c9448b008bfa,false,75,2023-01-03 08:00:00+00,2024-01-01 08:00:00+00,
db627731-9493-567a-b354-7dabc3dc3b74,8110e190-2a4b-579b-be2c-511de85ab755,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,97,2022-10-13 08:00:00+00,2024-01-01 08:00:00+00,
31caecda-4e9b-56f4-8c62-907660b654fe,ab9d2edf-ae6c-55be-beec-404b29edda19,8f2d7823-5353-55b7-99c5-837cbc771d58,true,192,2022-06-01 08:00:00+00,2024-01-01 08:00:00+00,
f285361e-85f0-5fa3-a020-2bfec19b51a6,85ee2954-52d3-5ec2-8fea-0575175559ac,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,242,2023-05-04 08:00:00+00,2024-01-01 08:00:00+00,
ff5d4262-f831-50ab-a117-5eb9194a02b0,85ee2954-52d3-5ec2-8fea-0575175559ac,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,297,2023-08-04 08:00:00+00,2024-01-01 08:00:00+00,
23e49180-385b-51d2-a2c9-fc5cf0fd3389,f40bf37b-20d6-5349-82b6-18cbd1f10e83,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,227,2023-06-01 08:00:00+00,2024-01-01 08:00:00+00,
57e76126-1052-54af-93ab-aa17c8df5e3f,263e995b-8be3-5198-adb6-aa81c41bf770,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,164,2023-01-15 08:00:00+00,2024-01-01 08:00:00+00,
7902859b-3764-5be7-adfc-09377a221e4f,03daeeea-7468-535a-a03a-78f80e9f433f,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,82,2022-04-23 08:00:00+00,2024-01-01 08:00:00+00,
9d75a733-a3b3-57fc-ac00-9a64121b3b6b,72067051-48fc-5737-a00c-93c490bd0b34,05f60979-948c-56c4-8971-f733be532412,true,72,2022-05-06 08:00:00+00,2024-01-01 08:00:00+00,
6cea3b28-30bf-519a-a65e-8e11a2d49928,73148ed3-fbe9-5571-a16d-34fb5520390e,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,300,2023-07-28 08:00:00+00,2024-01-01 08:00:00+00,
b5e677ed-73e3-55f5-9790-055eb74ad9cc,73148ed3-fbe9-5571-a16d-34fb5520390e,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,179,2023-01-31 08:00:00+00,2024-01-01 08:00:00+00,
5d76ea48-08fb-5288-a3bc-dfa802640159,515f77ef-9c32-5e75-81c3-2b3795c000f2,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,158,2023-12-02 08:00:00+00,2024-01-01 08:00:00+00,
5e799dea-8bfe-5ffa-af77-5345dcda7a16,515f77ef-9c32-5e75-81c3-2b3795c000f2,05f60979-948c-56c4-8971-f733be532412,false,113,2023-01-29 08:00:00+00,2024-01-01 08:00:00+00,
d8212620-3d17-5798-ad3e-7fbd0a28de04,bcd21179-c89f-5095-808a-e72f06c0841d,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,281,2023-02-05 08:00:00+00,2024-01-01 08:00:00+00,
a5c1c1ce-b0af-5e27-b8ec-d789aaaf3cf9,df03a7e9-20ca-5987-a644-76566671155b,05f60979-948c-56c4-8971-f733be532412,true,227,2023-01-16 08:00:00+00,2024-01-01 08:00:00+00,
38755021-b371-52d7-8975-419cf0ebc4a1,df03a7e9-20ca-5987-a644-76566671155b,8f2d7823-5353-55b7-99c5-837cbc771d58,false,183,2022-12-07 08:00:00+00,2024-01-01 08:00:00+00,
aa880c67-9689-5c77-90d5-4cffbd37e9e3,49690aee-94fa-525b-b5ce-92feaf54b957,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,219,2023-10-18 08:00:00+00,2024-01-01 08:00:00+00,
8fc0a3ea-b7a2-5932-8113-c2bfd502feb8,ef9ef5f5-f4f4-5cf3-8420-397a6fcbf152,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,98,2023-07-10 08:00:00+00,2024-01-01 08:00:00+00,
d3c76e03-7fa0-5f39-9eef-ce874d435a2d,70b50d29-9125-53dc-a829-c961b011e429,05f60979-948c-56c4-8971-f733be532412,true,204,2022-05-16 08:00:00+00,2024-01-01 08:00:00+00,
b0e67887-8f4c-5b20-99ea-f06a557261d5,70b50d29-9125-53dc-a829-c961b011e429,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,105,2022-04-06 08:00:00+00,2024-01-01 08:00:00+00,
85484503-088b-57ef-80e1-8546dd9ac3b7,cf40a232-f9b9-5adf-afb6-0a981f2ffcf7,c981f5ef-8774-5129-b83a-c9448b008bfa,true,236,2022-03-05 08:00:00+00,2024-01-01 08:00:00+00,
d7166600-80f6-5c3a-a6c9-146efc9b76bc,cf40a232-f9b9-5adf-afb6-0a981f2ffcf7,05f60979-948c-56c4-8971-f733be532412,false,158,2023-09-17 08:00:00+00,2024-01-01 08:00:00+00,
d2eef142-57b9-57fd-a7e8-8189405659d7,047edcf5-114c-5342-b495-232fc4aaf6fe,c981f5ef-8774-5129-b83a-c9448b008bfa,true,216,2023-06-18 08:00:00+00,2024-01-01 08:00:00+00,
8cce9267-6811-56da-bd54-9308a8896465,047edcf5-114c-5342-b495-232fc4aaf6fe,8f2d7823-5353-55b7-99c5-837cbc771d58,false,152,2022-08-22 08:00:00+00,2024-01-01 08:00:00+00,
8a4a4817-0f73-5291-93a4-e4a7f3ed2432,093be7d5-f016-5f2c-b71d-4dce4b0e9514,c981f5ef-8774-5129-b83a-c9448b008bfa,true,223,2022-09-23 08:00:00+00,2024-01-01 08:00:00+00,
2c2a59b0-ff75-53c3-b5b0-e3734cdf7a90,cf629a09-093e-5b99-8bf4-da2438fa51c4,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,true,102,2023-09-21 08:00:00+00,2024-01-01 08:00:00+00,
c48cbf74-0c43-5646-985e-bf36fdddde56,5bfb3415-c6ae-5fa3-a84b-8a98a543ab9a,05f60979-948c-56c4-8971-f733be532412,true,194,2022-02-07 08:00:00+00,2024-01-01 08:00:00+00,
36a42942-7e20-5848-9c63-7a5f13509f1a,5bfb3415-c6ae-5fa3-a84b-8a98a543ab9a,c981f5ef-8774-5129-b83a-c9448b008bfa,false,260,2022-06-27 08:00:00+00,2024-01-01 08:00:00+00,
ac8de687-1aeb-5674-9962-ccca4e8dc545,c388846e-4e3c-5d57-b61f-ed13c7edc4da,8f2d7823-5353-55b7-99c5-837cbc771d58,true,260,2023-06-28 08:00:00+00,2024-01-01 08:00:00+00,
2d2a1fab-a3d3-5e6e-9dc8-45dc37e0c51b,6feb3ffe-e89f-55ab-81d5-d9b136a73c27,8f2d7823-5353-55b7-99c5-837cbc771d58,true,56,2022-03-24 08:00:00+00,2024-01-01 08:00:00+00,
a41efd3f-7052-5842-a656-55055666b178,6feb3ffe-e89f-55ab-81d5-d9b136a73c27,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,113,2023-09-14 08:00:00+00,2024-01-01 08:00:00+00,
b56db2df-e3c1-580a-9925-ba3ab671e5f7,e7c66ad7-b5d3-5271-9438-d4741c6f9cbc,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,225,2022-05-20 08:00:00+00,2024-01-01 08:00:00+00,
4ab21339-521c-54c3-ba98-811a85a6c579,e7c66ad7-b5d3-5271-9438-d4741c6f9cbc,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,154,2023-09-26 08:00:00+00,2024-01-01 08:00:00+00,
9600e919-a3de-560c-a878-aa92af138530,5e41eef3-c306-5dd1-ab8c-d305ebc7c2d5,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,282,2022-12-26 08:00:00+00,2024-01-01 08:00:00+00,
b8950e3f-df30-52d0-928f-75cbd0f4979c,5e41eef3-c306-5dd1-ab8c-d305ebc7c2d5,c981f5ef-8774-5129-b83a-c9448b008bfa,false,249,2023-02-26 08:00:00+00,2024-01-01 08:00:00+00,
8b7886c9-b758-571b-b6d0-fbfce9c82286,4bb3265f-5fd8-5ee9-b01b-7ca5808bca6b,05f60979-948c-56c4-8971-f733be532412,true,120,2023-11-22 08:00:00+00,2024-01-01 08:00:00+00,
5c7671c9-1f80-58c2-8e99-76ddfcf039e1,ae16db22-a7d1-5cd3-8409-669d957eb80d,8f2d7823-5353-55b7-99c5-837cbc771d58,true,300,2023-04-19 08:00:00+00,2024-01-01 08:00:00+00,
af198445-ffdb-5486-8043-77994907fc38,950c0334-92d4-54ec-b05b-35e20983883c,3bd995d9-5386-5200-b14c-337fc57a8bb6,true,94,2022-06-11 08:00:00+00,2024-01-01 08:00:00+00,
159e4e51-cf03-5029-92d5-a25f752686f4,950c0334-92d4-54ec-b05b-35e20983883c,b0a7719d-51cd-5e7d-8e3d-67cc571130e0,false,236,2023-01-23 08:00:00+00,2024-01-01 08:00:00+00,
